config= {'b_value': 5.0, 'c_value': 1.0, 'd_value': 0.0, 'n_agents': 2, 'algorithm': 'reinforce', 'wandb_mode': 'offline', 'num_game_iterations': 10, 'n_epochs': 2000, 'obs_size': 4, 'action_size': 2, 'random_baseline': False, 'embedding_dim': 1, 'binary_reputation': 1, 'other_reputation_threshold': 0.4, 'cooperation_threshold': 0.4, 'optuna_': 0, 'device': 'cpu', 'reputation_in_reward': 0, 'lr_actor': 0.01, 'n_hidden_act': 2, 'hidden_size_act': 16, 'batch_size': 1, 'decayRate': 0.999}
DD= tensor(1.)
Dc= tensor(6.)
Cd= tensor(0.)
CC= tensor(5.)
mv= tensor(6.)
mat= tensor([[1., 6.],
        [0., 5.]])
norm mat= tensor([[0.1667, 1.0000],
        [0.0000, 0.8333]])
is_dummy= [0, 0]
Agent 0
Agent 1
==========>Epoch= 0
 action, distrib= tensor(1) tensor([0.4129, 0.5871], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 14
 action, distrib= tensor(1) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6416, 0.3584], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5831, 0.4169], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6295, 0.3705], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6387, 0.3613], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5479, 0.4521], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6275, 0.3725], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6745, 0.3255], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6190, 0.3810], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6169, 0.3831], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6275, 0.3725], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6745, 0.3255], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6275, 0.3725], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6745, 0.3255], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5745, 0.4255], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6215, 0.3785], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5845, 0.4155], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5158, 0.4842], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 15
 action, distrib= tensor(0) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5075, 0.4925], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6109, 0.3891], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5153, 0.4847], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6717, 0.3283], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6379, 0.3621], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6757, 0.3243], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5984, 0.4016], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6389, 0.3611], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6182, 0.3818], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6717, 0.3283], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6379, 0.3621], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6472, 0.3528], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6754, 0.3246], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5937, 0.4063], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6184, 0.3816], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6109, 0.3891], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5153, 0.4847], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5937, 0.4063], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6184, 0.3816], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 16
 action, distrib= tensor(1) tensor([0.6183, 0.3817], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4968, 0.5032], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6886, 0.3114], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5798, 0.4202], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6565, 0.3435], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6116, 0.3884], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6649, 0.3351], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6730, 0.3270], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6649, 0.3351], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6730, 0.3270], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6781, 0.3219], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6858, 0.3142], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5784, 0.4216], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5374, 0.4626], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6649, 0.3351], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6730, 0.3270], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6695, 0.3305], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6265, 0.3735], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6695, 0.3305], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6265, 0.3735], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 17
 action, distrib= tensor(0) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5928, 0.4072], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7067, 0.2933], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6092, 0.3908], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6054, 0.3946], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5695, 0.4305], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6537, 0.3463], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6572, 0.3428], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7195, 0.2805], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6482, 0.3518], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.7112, 0.2888], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6572, 0.3428], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7195, 0.2805], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5422, 0.4578], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5906, 0.4094], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6933, 0.3067], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6948, 0.3052], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6092, 0.3908], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6054, 0.3946], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 18
 action, distrib= tensor(0) tensor([0.5954, 0.4046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7342, 0.2658], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5008, 0.4992], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6530, 0.3470], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6899, 0.3101], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7128, 0.2872], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6836, 0.3164], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7014, 0.2986], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6496, 0.3504], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.7327, 0.2673], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6010, 0.3990], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6380, 0.3620], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5949, 0.4051], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7281, 0.2719], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5008, 0.4992], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6530, 0.3470], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5627, 0.4373], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6716, 0.3284], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5638, 0.4362], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6594, 0.3406], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 19
 action, distrib= tensor(0) tensor([0.5962, 0.4038], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7569, 0.2431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5040, 0.4960], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6732, 0.3268], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6010, 0.3990], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6367, 0.3633], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4941, 0.5059], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6866, 0.3134], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5556, 0.4444], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6936, 0.3064], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6010, 0.3990], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6367, 0.3633], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6277, 0.3723], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7116, 0.2884], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5401, 0.4599], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6191, 0.3809], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6501, 0.3499], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7552, 0.2448], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5401, 0.4599], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6191, 0.3809], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4993, 0.5007], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7026, 0.2974], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4993, 0.5007], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7026, 0.2974], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4993, 0.5007], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7026, 0.2974], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4993, 0.5007], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.7026, 0.2974], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4993, 0.5007], grad_fn=<SoftmaxBackward0>)
/home/nicole/marl-emecom/env1/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3432: RuntimeWarning: Mean of empty slice.
  return _methods._mean(a, axis=axis, dtype=dtype,
/home/nicole/marl-emecom/env1/lib/python3.8/site-packages/numpy/core/_methods.py:190: RuntimeWarning: invalid value encountered in double_scalars
  ret = ret.dtype.type(ret / rcount)
Traceback (most recent call last):
  File "caller.py", line 63, in <module>
    train_reinforce(args)
  File "/home/nicole/marl-emecom/src/experiments_anastassacos/train_reinforce.py", line 211, in train_reinforce
    objective(args, repo_name)
  File "/home/nicole/marl-emecom/src/experiments_anastassacos/train_reinforce.py", line 137, in objective
    returns_eval = eval_anast(parallel_env, active_agents, active_agents_idxs, config.num_game_iterations, social_norm, 0.99)
  File "/home/nicole/marl-emecom/src/utils/utils.py", line 92, in eval_anast
    a, d = active_agents[agent].select_action()#states[idx_agent])
  File "/home/nicole/marl-emecom/src/algos/anast/agent_anast.py", line 49, in select_action
    action, action_logprob, entropy, distrib = self.policy_act.act(state=state_to_act, greedy=False, get_distrib=True)
  File "/home/nicole/marl-emecom/src/algos/anast/Actor.py", line 41, in act
    out = self.actor(state)
  File "/home/nicole/marl-emecom/env1/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1110, in _call_impl
    return forward_call(*input, **kwargs)
  File "/home/nicole/marl-emecom/env1/lib/python3.8/site-packages/torch/nn/modules/container.py", line 141, in forward
    input = module(input)
  File "/home/nicole/marl-emecom/env1/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1110, in _call_impl
    return forward_call(*input, **kwargs)
  File "/home/nicole/marl-emecom/env1/lib/python3.8/site-packages/torch/nn/modules/linear.py", line 103, in forward
    return F.linear(input, self.weight, self.bias)
  File "/usr/lib/python3.8/traceback.py", line 197, in format_stack
    return format_list(extract_stack(f, limit=limit))
  File "/usr/lib/python3.8/traceback.py", line 211, in extract_stack
    stack = StackSummary.extract(walk_stack(f), limit=limit)
  File "/usr/lib/python3.8/traceback.py", line 362, in extract
    linecache.checkcache(filename)
  File "/usr/lib/python3.8/linecache.py", line 74, in checkcache
    stat = os.stat(fullname)
KeyboardInterrupt
